C600_000 slab +z

11332 atoms
4 atom types

0.000000 56.353755 xlo xhi
0.000000 56.353755 ylo yhi
0.000000 156.335703 zlo zhi

Masses

1 12.011
2 1.008
3 14.007
4 15.999

Atoms # charge

1 1 0.002706 27.589464 5.572968 6.221808
2 1 -0.005008 31.797337 4.825634 6.225501
3 1 -0.011183 34.141722 5.740317 6.240891
4 1 0.001131 31.465609 2.386078 6.110053
5 1 -0.004854 33.724635 3.336975 5.815001
6 1 0.004910 35.567415 2.078945 5.661659
7 1 0.004447 32.053366 1.056882 5.782689
8 1 0.007299 33.419634 0.664697 5.404150
9 1 -0.003473 32.335460 3.556096 6.037208
10 1 0.002161 34.239938 1.972166 5.541540
11 1 -0.018712 36.628459 2.793456 5.849638
12 1 0.000756 34.643400 4.426932 6.048953
13 1 0.008417 36.084513 4.183890 6.063445
14 2 0.022475 39.961374 2.088883 6.172444
15 2 0.018209 37.705773 2.502472 5.852657
16 4 -0.501750 23.734662 8.752476 5.907411
17 1 0.276013 24.317075 7.402076 6.224122
18 1 -0.009536 24.817254 11.244665 5.499781
19 1 0.250795 24.807583 9.751411 5.579983
20 1 -0.009393 31.073707 7.946200 3.355553
21 2 0.020099 29.342686 6.728456 3.100972
22 1 -0.065802 29.458753 10.257466 2.302867
23 1 0.013449 29.339417 11.491665 5.891839
24 1 0.011637 28.408812 10.395753 5.691895
25 1 0.005668 27.999960 7.907538 5.980420
26 1 0.007480 28.902622 9.071234 5.906874
27 1 0.217328 28.811024 11.178897 1.627277
28 2 0.029759 26.934373 9.355008 1.668982
29 1 -0.034164 25.679728 7.124890 6.057600
30 1 -0.007703 30.302562 8.777983 6.140233
31 1 0.027407 26.167266 11.837709 5.149561
32 1 -0.047545 27.599157 8.546014 2.053547
33 1 -0.021276 29.756028 7.729958 2.941216
34 2 0.026629 27.244430 7.528118 2.154453
35 1 0.013006 26.986553 10.583514 5.385400
36 1 -0.065250 26.169359 9.352187 5.364189
37 1 0.049811 26.650406 8.090965 5.715115
38 2 0.011631 27.893148 10.960311 1.097436
39 1 0.008283 28.542572 6.630160 6.167857
40 1 0.014891 28.899690 8.780867 2.465356
41 1 0.036295 30.867189 10.396540 2.849821
42 2 0.027832 31.693614 7.112700 3.609674
43 1 -0.021929 31.627172 9.278749 3.318042
44 1 -0.067163 31.427731 11.800635 2.718766
45 4 -0.504901 35.211909 10.473978 1.899938
46 2 0.073681 33.412356 11.745690 2.384413
47 2 0.031183 32.573624 9.534591 3.799152
48 1 -0.050289 32.887971 12.003283 3.301693
49 2 0.040815 33.206977 11.336163 4.119282
50 1 0.338022 36.241773 9.846205 2.211054
51 1 0.021759 36.602934 11.187766 4.346952
52 2 0.086361 36.699643 9.117042 1.441940
53 1 -0.024110 36.992095 10.139994 3.478353
54 1 -0.009826 35.503915 12.104850 4.091094
55 2 0.083989 34.963034 12.070458 3.135145
56 1 0.022175 37.357776 11.374803 5.554517
57 1 -0.039943 38.430586 10.516887 5.857781
58 4 -0.491142 38.376702 8.203187 1.705079
59 1 -0.021092 39.345220 12.318958 2.402791
60 1 -0.098730 38.151162 9.404184 3.790934
61 2 0.051640 39.836478 7.992080 3.028431
62 1 0.362250 38.862803 8.449581 2.809840
63 1 -0.007325 40.499286 12.104591 3.189710
64 1 0.268014 38.836523 9.502256 4.971684
65 4 -0.542359 40.005486 8.598520 5.186404
66 1 -0.067411 42.416028 10.633769 3.660512
67 1 0.056143 42.575077 11.138487 4.991928
68 2 0.018288 41.206736 10.571291 1.811320
69 1 -0.021648 41.818437 12.225900 5.316043
70 2 0.031678 39.145479 11.766615 1.487709
71 1 -0.014149 41.373373 11.079537 2.788130
72 2 0.013884 43.222147 9.403533 2.143322
73 1 0.236552 43.314238 9.770148 3.186461
74 1 -0.146889 43.681583 10.689585 5.810821
75 2 0.161543 41.966769 7.202537 6.015574
76 1 -0.007432 43.826569 12.095399 0.334717
77 1 0.018399 45.905083 12.470226 4.054053
78 2 0.035044 49.253672 12.288176 2.072128
79 4 -0.493359 44.423249 9.151433 4.013901
80 1 0.558146 44.527296 9.716770 5.364023
81 1 0.020350 44.851451 11.414130 0.854609
82 1 0.026591 45.409085 12.281742 2.879569
83 1 0.060195 45.729771 11.031784 1.762003
84 2 0.023162 22.986412 18.585382 5.305092
85 1 0.257649 30.762534 12.777160 2.043673
86 4 -0.480430 29.400002 12.643066 1.457547
87 1 -0.051884 27.228107 18.620566 2.796205
88 1 -0.046043 27.436759 17.933593 0.472800
