LAMMPS data file via write_data, version 19 Nov 2024, timestep = 3863640, units = real

12647 atoms
4 atom types

0 156.508559 xlo xhi
0 56.53285 ylo yhi
0 56.53285 zlo zhi

Masses

1 12.011
2 1.008
3 14.007
4 15.999

Atoms # charge/kk

91 1 -0.0653986135376604 17.752278599054875 5.139777717606556 2.102349882751988 0 0 0
86 1 0.254103519818302 17.2184882767957 4.84625691651092 0.8310222029571662 0 0 0
190 1 0.002310963638237175 17.62156229630154 6.314572376951538 4.292229804843928 0 0 0
189 1 0.008334740226632487 17.096591376580655 6.100485521765896 2.987226118439011 0 0 0
11928 1 -0.07916907933738909 16.0705563375325 5.547674208034077 0.4866402733406876 0 0 1
90 1 0.01003292153283961 18.784102824888173 5.63011320972333 4.819928326905266 0 0 0
89 1 0.04042885502556594 18.850780038298392 4.372786575271491 2.6969083044761795 0 0 0
11873 1 0.430402332533503 19.219601372928107 3.41883124721984 0.23454048671025418 0 0 1
2468 2 -0.04088673914208722 19.34087143879568 1.5087125029992234 5.442293156511371 0 1 0
2469 1 0.6142440715794131 19.767711236121155 0.8774074651008381 6.27906383609158 0 1 0
87 1 -0.005457922721934863 19.345867527774118 4.623160591633002 3.998913126127513 0 0 0
83 1 -0.05995949425222568 19.52202564371625 3.50034375423458 1.7790459439333166 0 0 0
74 1 0.04428633293697773 23.180293079546313 2.8520776268664747 5.207500825337899 0 0 0
75 1 0.005351280717811715 23.481349366554408 1.9400844397915387 3.0012877900966606 0 0 0
76 1 0.01999166396008285 22.66677008447343 2.6138746855958424 3.986158313273247 0 0 0
77 1 0.04765646638018795 21.18272284436147 4.3386087013188686 5.7067819932048875 0 0 0
78 1 0.003687668813844634 21.249868823423874 3.0350183426324495 3.608945974120691 0 0 0
79 1 0.01545774704881187 20.514399981529884 4.003170603970045 4.505407057468302 0 0 0
80 1 0.0157682186052767 20.58425006138427 3.0046578790129974 2.4107174135499245 0 0 0
81 1 0.01359149895525549 23.27422069899906 1.614448872442691 1.6963115253312397 0 0 0
73 1 -0.05662409138478545 24.514535587187936 2.382096848142793 5.56243146036782 0 0 0
71 4 -0.559798792296775 23.354538259139318 5.444770271028717 4.037743160858221 0 0 0
11861 1 -0.0410950030145744 23.79452663761675 1.2661417575714344 0.5518431039622768 0 0 1
72 1 0.2576906482942853 22.9329659482622 5.8617577483968155 2.6466902766394744 0 0 0
69 1 0.04809218178880541 22.414579621039493 3.6812372338779538 6.062399317294071 0 0 0
88 1 0.006674508883373753 19.224156482849068 5.856395131304065 6.105498662090892 0 0 0
85 1 0.0004434492741006195 22.66391881562916 6.056570932548037 0.4006445130556172 0 0 0
67 1 0.529945993522359 24.796693519196513 5.670080239023816 4.302588515765783 0 0 0
66 1 -0.05108991065319064 25.024088582533413 1.8595190392168657 3.2436210362786047 0 0 0
82 4 -0.6609316044423208 25.01382655134482 5.8630489658861835 5.753199592914626 0 0 0
84 2 0.3691310485215679 24.217273616499025 6.264946946525981 6.039391336128077 0 0 0
64 2 0.03527402124361557 25.325571569763845 4.779628340960937 4.020927297711163 0 0 0
11859 1 0.2465302483584564 25.241215881949145 1.3641557185844049 0.8055901419796134 0 0 1
65 1 0.2741531609617023 25.409695813719786 1.839710487754487 4.581000072018724 0 0 0
61 1 -0.06520115538864499 25.804256952168885 1.6554363588971976 2.0029318749529783 0 0 0
